user_id,timestamp
user-47052_activeLogs,2024-01-21 11:12:13
user-47055_activeLogs,2024-01-21 11:12:13
user-47060_activeLogs,2024-01-21 11:12:13
user-47076_activeLogs,2024-01-21 11:12:13
user-47083_activeLogs,2024-01-21 11:12:13
user-47096_activeLogs,2024-01-21 11:12:13
user-47107_activeLogs,2024-01-21 11:12:13
user-47113_activeLogs,2024-01-21 11:12:13
user-47117_activeLogs,2024-01-21 11:12:13
user-47125_activeLogs,2024-01-21 11:12:13
user-47129_activeLogs,2024-01-21 11:12:13
user-47133_activeLogs,2024-01-21 11:12:13
user-47147_activeLogs,2024-01-21 11:12:13
user-47150_activeLogs,2024-01-21 11:12:13
user-47156_activeLogs,2024-01-21 11:12:13
user-47162_activeLogs,2024-01-21 11:12:13
user-47169_activeLogs,2024-01-21 11:12:13
user-47178_activeLogs,2024-01-21 11:12:13
user-47183_activeLogs,2024-01-21 11:12:13
user-47189_activeLogs,2024-01-21 11:12:13
user-47198_activeLogs,2024-01-21 11:12:13
user-47200_activeLogs,2024-01-21 11:12:13
user-47210_activeLogs,2024-01-21 11:12:13
user-47216_activeLogs,2024-01-21 11:12:13
user-47224_activeLogs,2024-01-21 11:12:14
user-47232_activeLogs,2024-01-21 11:12:14
user-47244_activeLogs,2024-01-21 11:12:14
user-47247_activeLogs,2024-01-21 11:12:14
user-47261_activeLogs,2024-01-21 11:12:14
user-47275_activeLogs,2024-01-21 11:12:14
user-47278_activeLogs,2024-01-21 11:12:14
user-47281_activeLogs,2024-01-21 11:12:14
user-47284_activeLogs,2024-01-21 11:12:14
user-47291_activeLogs,2024-01-21 11:12:14
user-47298_activeLogs,2024-01-21 11:12:14
user-47312_activeLogs,2024-01-21 11:12:14
user-47313_activeLogs,2024-01-21 11:12:14
user-47331_activeLogs,2024-01-21 11:12:14
user-47340_activeLogs,2024-01-21 11:12:14
user-47344_activeLogs,2024-01-21 11:12:14
user-47349_activeLogs,2024-01-21 11:12:14
user-47354_activeLogs,2024-01-21 11:12:14
user-47357_activeLogs,2024-01-21 11:12:14
user-47374_activeLogs,2024-01-21 11:12:14
user-47377_activeLogs,2024-01-21 11:12:14
user-47389_activeLogs,2024-01-21 11:12:14
user-47392_activeLogs,2024-01-21 11:12:14
user-47401_activeLogs,2024-01-21 11:12:14
user-47417_activeLogs,2024-01-21 11:12:14
user-47423_activeLogs,2024-01-21 11:12:14
user-47433_activeLogs,2024-01-21 11:12:14
user-47435_activeLogs,2024-01-21 11:12:14
user-47453_activeLogs,2024-01-21 11:12:14
user-47456_activeLogs,2024-01-21 11:12:14
user-47465_activeLogs,2024-01-21 11:12:15
user-47469_activeLogs,2024-01-21 11:12:15
user-47471_activeLogs,2024-01-21 11:12:15
user-47491_activeLogs,2024-01-21 11:12:15
user-47496_activeLogs,2024-01-21 11:12:15
user-47500_activeLogs,2024-01-21 11:12:15
user-47503_activeLogs,2024-01-21 11:12:15
user-47509_activeLogs,2024-01-21 11:12:15
