user_id,timestamp
user-798669_activeLogs,2024-01-21 12:00:15
user-798672_activeLogs,2024-01-21 12:00:15
user-798698_activeLogs,2024-01-21 12:00:15
user-798711_activeLogs,2024-01-21 12:00:15
user-798720_activeLogs,2024-01-21 12:00:15
user-798728_activeLogs,2024-01-21 12:00:15
user-798742_activeLogs,2024-01-21 12:00:15
user-798755_activeLogs,2024-01-21 12:00:15
user-798774_activeLogs,2024-01-21 12:00:15
user-798783_activeLogs,2024-01-21 12:00:15
user-798812_activeLogs,2024-01-21 12:00:16
user-798819_activeLogs,2024-01-21 12:00:16
user-798830_activeLogs,2024-01-21 12:00:16
user-798838_activeLogs,2024-01-21 12:00:16
user-798849_activeLogs,2024-01-21 12:00:16
user-798857_activeLogs,2024-01-21 12:00:16
user-798870_activeLogs,2024-01-21 12:00:16
user-798877_activeLogs,2024-01-21 12:00:16
user-798886_activeLogs,2024-01-21 12:00:16
user-798897_activeLogs,2024-01-21 12:00:16
user-798906_activeLogs,2024-01-21 12:00:16
user-798914_activeLogs,2024-01-21 12:00:16
user-798928_activeLogs,2024-01-21 12:00:16
user-798936_activeLogs,2024-01-21 12:00:16
user-798945_activeLogs,2024-01-21 12:00:16
user-798973_activeLogs,2024-01-21 12:00:16
user-798991_activeLogs,2024-01-21 12:00:16
user-798993_activeLogs,2024-01-21 12:00:16
user-798998_activeLogs,2024-01-21 12:00:16
user-799002_activeLogs,2024-01-21 12:00:16
user-799009_activeLogs,2024-01-21 12:00:16
user-799017_activeLogs,2024-01-21 12:00:16
user-799025_activeLogs,2024-01-21 12:00:16
user-799033_activeLogs,2024-01-21 12:00:16
user-799039_activeLogs,2024-01-21 12:00:16
user-799047_activeLogs,2024-01-21 12:00:16
user-799072_activeLogs,2024-01-21 12:00:17
user-799089_activeLogs,2024-01-21 12:00:17
user-799093_activeLogs,2024-01-21 12:00:17
user-799099_activeLogs,2024-01-21 12:00:17
user-799128_activeLogs,2024-01-21 12:00:17
user-799143_activeLogs,2024-01-21 12:00:17
user-799151_activeLogs,2024-01-21 12:00:17
user-799163_activeLogs,2024-01-21 12:00:17
user-799169_activeLogs,2024-01-21 12:00:17
user-799186_activeLogs,2024-01-21 12:00:17
user-799194_activeLogs,2024-01-21 12:00:17
user-799210_activeLogs,2024-01-21 12:00:17
user-799223_activeLogs,2024-01-21 12:00:17
user-799228_activeLogs,2024-01-21 12:00:17
user-799239_activeLogs,2024-01-21 12:00:17
